Title	Alternate Title	Translated Title	Interviewee	Interviewer	Transcriber	Summary	Note	Subject	Genre	Coverage Temporal	Interview Location	Publisher	Publication Date	Publication Place	Interview Date	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Availability	Object ID	Digital ID	Full Text	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 29																																	-64-70- MR-204/85  Fidel tuvo ,sus ventajas,que no las recuerdo bien,  porque son muchos años, y además, yo no es·ta~a tan adentro,  esto lo conocr as1 de esta manera, de forma muy general, no  en detalles.  Pero y~ en' diciembre de 1952 es cuando decide que no -  vamos a depender de nadie más y que vamos a depender única -  y exclusi~nte de n~otro~ y que vamos a llevar a cabo  la lücha ¿rm¿da.  TAD SZULC.- ,',Ese señor " le,s . proponía  a ustedes ofrecerles varias cO'sas ,sencillamente t  ¿Dejó de hacerlo y se fue o ... ?  MELBA HERNANDEZ.- Esos detalles no se los puedo dar,  si sé que se fue : Además, él habra pertenecido al ejérci-to  norteamericano durante la guerra. El que puede aclarar  •  todo esto ·es Fidel, quizás Pedrito Miret también, pero Fidel  es el que lo puede aclarar.  Ese revés es el que Fidel convierte en victor;La, ,con  la decisión de no perder más tiempo y dedicarnos por com-pleto  a la organización de lo que después fue asalto del  Moneada en Santiago y Carlos Manuel de Céspedes en Bayamo,  a partir de diciembre de 1952 ~ E.se sr que es un dato his-tórico,  irreversible que quizás lo pueda modificar Fidel,  pero me parece que no se lo va a modificar. 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/840	840	841.pdfpage	/chc0189/image/841.pdfpage
Page 30																																	-71- MR-204/85  A partir de ese momento ya cambia también el  de trabajo en todos nosotros, ya es más inte~ la  e~  prá_ctica  de tiros con las pequeñas armas que tenemos, ya es una  entrega total por parte de todos a este trabajo; ya Abel  se convierte en cuadro profesional de la lucha. Abel San-tamaría  fue una gente muy capaz, con mucho sentido de or-ganizaci6n,  con mucho poder de convicci6n; hacían una unidad  muy buena Fidel y Abel.  A partir de este momento Abel se incorpora com~  dro profesional. Quiero decirle que Abel abandona el tra­-----  bajo, lo abandona todo, empieza por esta raz6n a crearse  nuevas dificultades econ6micas, pero no importaba. Poco  tiempo después Boris Luis Santa 'Cbioma' tainbién se va 'a conver-  ' ~ q  tiendo en cuadro prof~sional, lo cesantean, que trabajaba  en la frigidaire, lo cesantean allí; a Chucho Montané -  lo cesantean en la General Motors y ya cada uno se va  convirtiendo en cuadro profesional, y ya usted se da cuenta - ..  de que es totalmente distinta la vida de todos y cada un~  ünavida de muchos sacrificios, de muchas ne-cesidades.  Le voy a contir una sola ~nécdota. En este período  de tiempo, Abel se enferma con fiebre . --Abel era un joven  4  alto, fuerte, muy rosado, rubio, hijo de españoles~-t 'se  enferma con una fiebre muy alta y nos entr6 a todos la  preocupaci6n por la enfermedad de Abel, pero no había  dinero ni para comprarle una aspirina, lo poquito que se  ,  tenía se dedicaba al Movimiento. Entonces entre todos,  mi mamá, Gildo Fleitas. Jamás a mí se me olvidará que  Gildo Fleitas se apareci6 con un paquetico así que era  de vitaminas, de penicilina, que también entonces costa-ba  much6 dinero, que Gildo se 10 pidi6 a alguien. 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/841	841	842.pdfpage	/chc0189/image/842.pdfpage
Page 31																																	-72- MR-204j85  Pero ya fueron meses de pleno sacrificio por parte de todo  el mundo, de darlo todo. , Ya nadie tenía nada de sí, todo  era para el Movimiento, 'ya esto es ,entrado 1953.  TAD SZULC.- Digamos~ enero,  MELBA HERNANDEZ.- Exacto, a partir de esa decisión,  ya viene toda esta situación de trabajo muy intenso. Eramos  abejitas, yo recuerdo aÑico López, a Calixto García que' - entraban y salían con las pistolas, con la escopetica; a  Florentino Fernández, que se tomaban muchas medidas , para  que Florentino llegara a la casa, ~ue nadie más viera a  Florentino, l)amaba por teléfono, teníamos una clave  por teléfono, ya yo sabía que venía Florentino, que además,  yo no sabía quién era Flotentino, ~o sabía que era un  militar, no sabía nada, no sabía cómo se llamaba. La ins-trucción  que yo tenía era de abrirle la puerta, recibir  lo que él me entregaba 'y despedirlo.  TAD ·SZULC.- ¿Era el propio Fidel el que había pensa­do  y organizado , todo ese sistema de protección?  MELBA HERNANDEZ.- Sí, sí, Fidel fue siempre el ce::;  bro de todo esto.  TAD SZULC.- De cada detalle.  rviELBA HERNANDEZ. - De todo. Fidel fue el cerebr~ J  todos estos detalles.  Además,hubo entre ' nosotros una cosa muy hermosa,  que yo lo planteo insistentemnnte, fu.e.. . el reconocimiento ~ ......  del jefe de-l- Movimiento. El je-fe del Movimiento' era  Fi-del. No obstante la confraternidad, la camaradería con que nos relacionábamos, sin embargo, era la voz del jefe y  ?"abíanios que estábámos en Un hlOmento festivo, pero si en  ese momento la voz de mando modificaba, no había que hacer 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/842	842	843.pdfpage	/chc0189/image/843.pdfpage
Page 32																																	-73- MR-204/85  esfuerzos, se modificaba esa voz por sí. Además, en todo  4  momento fue ese respeto para la voz del jefe. -  TAD SZULC.- Estamos a finales de 1952, principio de  1953, ¿con qué frecuencia más o menos usted veía a Fidel?  MELBA HERNANDEZ.- Todos los día~ , varias vece~ e~  día, de acuerdo con las necesidades. ~  TAD SZULC . - ¿Era distinto cada día?  MELBA HERNANDEZ.- Siempre igual~en el trajín del tra-bajo,  siempre igual. O 10 veía en -25,6 10 veía en Jove.l, lar,  pero otras veces, no solamente es que nos veíamos, sino que  yo salía con .é.. l en alguna gestión .  TAD SZULC.- Por ejemplo, cuénteme de eso, de salir  con él.  MELBA HERNANDEZ.- Yo 10 acompañaba. Lo acompañé al  Partido Ortodoxo, en Prado. En una ocasión visitamo~ en  Carlos 111,la casa del Partido Socialista Popular, que en  ~ lO.  los bajos había una librería, y entonces visitamos esa li-brería,  porque dentro de toda esta vorági~e de trabajo,  ( tant: Pidel como Abel estaban con un libro abierto, en  I nlngun momento se dejó de estudiar, aun en el caso nuestro . .  Por ejemplo, en el caso mío, Fidel me orientó el  estudio de filósofos burgtleses, el estudio de algunos  otros filósofos; siempre Fidel me decía: "Ten cuidado de  pens~r con tu cabeza, porque vas a encontrar en unos y  en otros cuestiones que te van a atraer, pero tú con tu  inteligencia tienes que definir".  TAD SZULC.-¿El encargaba a cada uno de ustedes que  leyeran, que estudiaran durante este período?  MELBA HERNANDEZ.- No a cada uno, Fidel hizo eso c~  poca gente. '- TAD SZULC.~ Con usted,obviamente.  MELBA HERNANDEZ.- Conmigo 10 hizo, con Abel. 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/843	843	844.pdfpage	/chc0189/image/844.pdfpage
Page 33																																	\ .  -74-80- MR-204/85  Cuando Abe1 Santamaría cayó, ya  que nosotros abrazarnos hoy, yeso fue obra de Fide..1- ... ;.....---  Quién formó a Abe1 en la lectura y en el estudio del  mo-1eninismo fue Fide1. Eso también yo 10 digo a plenitud,  porque se dicen otras cosas y no son ciertas. El que forma  a Abe1 Santamaría en 10 ideológico es Fide1. _ J  Entonces 10 acompafiaba al Partido Ortodoxo,  otra gestión. A veces estábamostardesjunto,s, noches  juntos, nos veíamos varias veces, de acuerdo con la necesi-dad.  TAD SZULG.- ¿Y Fide1 entonces, corno ahora, siempre  con prisa?  MELBA HERNANDEZ.- Siempre con mucha prisa, siempre  con mucha inquietud. ---.  TAD SZULC.- ¿Qué decía, por ejemplo?  MELBA HERNANDEZ.- No, él no 10 decía, pero los movi-  ................. _--  m-ientos. TAD SZULC.- De evitar s-entarse. MELBA HERNANDEZ.- Sí~, de aprovechar el tiempo. -  •  .. 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/844	844	845.pdfpage	/chc0189/image/845.pdfpage
Page 34																																	- 81 - ML - 204/85  Yo recuerdo que tanto él como Abe1 algunas noches de  ~ - la semana, en los primeros tiempos, ya después no, iban . - al boxeo.  TAD SZULGo - ¿Adónde?  MELBA HERNANDEZ·. - El boxeo que se hacía en Cuba.  Recuerdo que termina.ban de comer, en la casa de 25  0, y de ahí ~ a1ían los dos para el boxeo o  TAD SZULGo- ¿Para entretenerse, para relajarse, o  también pensaban en 10 pr~ctico de e50?  MELBA HERNANDEZ.- No le sé decir, eso 10 tendría que  L contestar él, pero pienso que .no,  porque a Abel le gustaba mucho el  TAD SZULGo- ¿En qué momento  que era como distracción,  boxeo, y a Fide1 también.  --diría usted-- se tomó  la decisión de hacer un asalto a mano armada en alguna  parte, y en qué momento se tomó la decisión de que iba a  ser el Moneada, en Santiago?  MELBA HERNANDEZ.- Eso sí yo no se 10 sé decir, porque  nunca 10 supe. Déjeme decir1e .que hubo un momento, que  tampoco podemos calcular el tiempo, quiz~s un mes antes, en  que llegó a media noche a mi casa un joven, que iría allí  . , -,  primero--ya en estos momentos las medidas de seguridad son  muy grandes, la lucha clandestina est~ en el extremo m~ximo.  Yeyé dormía eh mi casa, y se nos encargó que estuviéramos  alertas para que cuando aquel joven tocara en los bajos del  edificio 10 atendiéramos y 10 11ev~ramos a la dirección de  ~25 y 0, donde lo estaba esperando Abel.  TAD SZULC. - ¿Usted no conocía a este joven?  MELBA HERNANDEZ. - No, no lo conocíamos, ni conocíamos  entonces su nombre. Hubo una consigna, que no recuerdo; lo  que sí recuerdo muy bien es que se nos recomendó mucho que  no escudriñ~ramos su rostro, que trat~ramos de no ver el  rostro, y 10 hicimos así, porque había mucha discip1ina o ~  Después le voy a decir por qué fue. 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/845	845	846.pdfpage	/chc0189/image/846.pdfpage
Page 35																																	,.  , "::;"'"'82- ML-204/85  Entonces lleg6 el joven a media noche, nosotraS ba-jamas  con mi papá, nos identiftamos,y mi papá lo llev6 a  25 Y 0, pero sin fijarnos en la cara de aquel joven. Ese  j oven fue Rena to Gui tart. ¿Por qué es'tas medidas con Rena to  Gui tart ? /p.orque él era muy fácil de identificar, '  tenía una mancha en la cara. Esa noche se produjo eso,  mi papá lo lleva a 25 y O,y a los pocos días Abel sale~  para un lugar de Cuba.  Al día siguiente de visitar este joven La Habana,  que sabíamos que venía de fuera~ pero no sabíamos de d6nde  venía, Abel sale.  TAD SZULC.- ¿Solo?  MELBA HERNANDEZ. Soloo Entonces Fidel nos  a Yeyé y a mí ,que Abel se iba a ausentar, que no  infor~  conver-' )  sáramos de esto, que no nos preocupáramos que él no sabía , ,  por cuánto tiempo, pero que nos iba a mantener informadas  de Abel. Así, Fidel venía cada equis días, tres o cuatro  días, y nada más que nos decía: "Abei está bien, trabajan-do  mucho". Aceptábamos ese estiloo  TAD SZULC.- ¿En qué fecha estamos?  MELBA HERNANDEZ.- Esto me imagino que debe haber si-do  en j~~ o. Fidel es quien lo tiene que precisar.~ ~  MELBA HERNANDEZ.- p~ra nosotros la ausencia de Abel . 1  se convirti6 en un, s~glo; ¿por qué:? por lo que Abel represen-taba  para nosotros. Yeyé era su hermana. Alguna vez se  desaparecímalgunos días, pero era l6gico porque en la  lucha clandestina era así; se desaparecía Ernesto Tizol,  pero volvía. Yeyé y yo, convertidas en una sola cosa,  como mujeres al fin, entre las dos tratábamos de conversar  y desentrañar aquella cosa, pero sin preguntarle a nadie,  respetando aquella disciplina. 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/846	846	847.pdfpage	/chc0189/image/847.pdfpage
Page 36																																	-  - 83 - ML - 204/85  Ahí es cuando Abel se traslada para Santiago de Cuba .  ¿Cuando sabemos Haydee y yo que aquel joven •• ~ ? A los  dos o tres días de la visita de aquel joven,recibimo ~ por  correo " un paquetico, muy bien hecho, con las llaves de la  casa de 25 y O,que Renato se las había llevado . Yeye y  , yo, curiosas, tratamos de estudiar aquel paquetico: de  dónde viene, el origen de este paquetico, el sello, el  cuño del correo ; pero no pudimos descubrir nada .  Ahora bien, pasa todo ese tiempo asi--en la forma  en que le digD~-,y ¿cuando sabemos Haydee y yo que Abel  esta en Santiago de Cuba? Cuando nos toca el turn~ a  cada una de nosotras ,de trasladarnos a Santiago de Cuba.  TAD SZULC. - ~ESO ya es para el ataque?  MELBA HERNANDEZ.- Ya eso es para el .- at-aq-u-e.- ---- TAD . SZULC.- ¿Que día usted tenía instrucciones de  salir de La Habana?  MELBA HERNANDEZ.- A ver, el 25 nos pasamos el día  entero limpiando la Granjita, en Santiago de Cuba. El  • • un-~icase d~ pollo ,  -24 fue la comida,que nosotros hicimosrpor la noche . Yo llegue a Santiago de Cuba el -24 de j-ulicr--dejeme de- cirle que me esta haciendo pensar--', salí de La Habana  el día 23 por la noche.  TAD SZULC. - ¿En que?  MELBA HERNANDEZ.- En tren .  ..........  TAD SZULC.- ¿Usted sola? ,  MELBA HERNANDEZ Q- Yo salí el 23 de julio y Yeye salió 1 - el día anterior. Dejeme decirle esto para no seRrar las  vidasde Yeye y mía.  El día 2.2 Fidel llegó a Jovellar, a nuestra c~sa, - - - habló solo con Yeye y se fu~uando Fidel se fue, Yeye  "-"  me dijo: "Melba, voy a salir .de La Habana, voy a preparar  -------------------------------- 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/847	847	848.pdfpage	/chc0189/image/848.pdfpage
Page 37																																	ML-204/85  algunas cositas que me voy a llevar., Voy a una misión". V  Ok, nos despedimos.  TAD SZULC.- ¿Sin decir qu€ misión?  MELBA HERNANDEZ.- No, sin decir nada.  TAD SZULC.- ¿Ni adónde, ni por qu€?  MELBA HERNANDEZ.- No, porque tampoco ella 10 ' sabía;  pero si 10 hubiera sabido, no me 10 hubiera dicho. Si no:  ''Una mis i6n~'  Entonces ella " , tuvo que ir a 25 y O, porque en esa  misi6n se iba a llevar parte del parque, parte de las armas.  Yey€ se va ... 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/848	848	849.pdfpage	/chc0189/image/849.pdfpage
Page 38																																	"  -91- ALG-J):1./85  TAD SZULC.- ¿También en tren?  MELBA HERNANDEZ.- En el tren, pero yo no me entero ~  a la hora que Yey§ se va, no me entero por d6nde se va,  no sé nada de Yeyé. Se me perdi6 Abel primero y se me  pierde Yeyé ahora.  Al día siguiente, el -23, que era el jueves, Fidel lleg..a.  a mi casa oo •  TAD SZULC.- ¿Por la mafiana o por la noche?  /  MELBA HERNANDEZ o - Por el -día. El llega a mi casa yo no estoY1 entonces él me deja un recado con mi mamá  ---esto sí lo sabe bien mi mamá--, me dej a un recado con mi  mamá, pero yo me demoto en ' llegar. Cuando llego, mi mamá  me dice: "Fidel anda desesperado detrás de ti buscándote". v .....  Más atrás llega Fidel y me dice: "Melba, prepara algunas  cositas ahí, no muchas cositas, prepara algunas cositas  para que te lleves. Te vas a poner muy contenta porque  adonde vas te vas a encontrar con Yeyé, no con Abel, sino  con Yeyé. Y, además, te vas a llevar . .. H  En mi casa había una caja de flores de un jardín,  grande 1 y Ileg6 Ernesto Tizol y dice: "¿Y esta caja?"  Esa caja tenía capacidad para envasar dos fusiles creo.  Fidel se fue y Ernesto lleg6 más atrás y empez6 a preparar  todas estas cosas que yo me ~bría de llevar: la caja y  otras maletas con el resto del parque, con el resto de las  armas que quedaban, con uniformes. Yo creo que 'me llevé  dos maletas y la caja rle flores.  TAD SZULC.-' • o •  MELBA HERNANDEZ o - Yo no sé, por,que mientras ellos  estaban en eso" yo estaba en otra tarea. Sé que llevé  dos maletas, no estoy muy segura, dos o tres maletas.  TAD SZULCo- ¿Bien pesadas? 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/849	849	850.pdfpage	/chc0189/image/850.pdfpage
Page 39																																	- 92 - ALG-204/85  MELB-A I-IERNANDEZ. - ¡Uf!, tremendo. Y la caj a de flores ..•  Hay una anécdota también muy simpática sobre la caja de  flores . . Por la tardecita Ernesto :lizol viene a recogerme)'  vamos a un jardín y en ese jardín le ponen una cinta a la  caja, como usted sabe que se mandan las cajas de flores,  con la cinta bonita. Dimos algunas vueltas para resolver  algup.as cosas y de ahí seguimos d:recho para 18. Terminal  de Ferrocarril. Allí Ernesto hizo gestiones por un asiento  en primera, pero el tren- estaba vendido, y entonces me dice:  "Melba, vas 8. tener que ir en segunda, pero, mira, -es que  te tienes que ir". "Yo me voy como digan".  TAD SZULC.- ¿Con las maletas y con la caja de flores?  MELBA HERNANDEZ.- Con las maletas. Entonces Ernesto  subió las dos maletas y las colocó en la plataforma del  tren. Usted sabe qU~ los trenes tienen una plataforma  donde se unen, ¿no? Ahí. Esas meletas me hicieron sufrir  tremendamente, porque con el movimiento del t:ren, aquellas  maletas •.. Y yo he hecho el viaje de aquí a Santiago de  Cuba pensando que ' :. aqúellas maletas se iban a abrir.  Puso las maietas allí, porque no~ había otro espacio para  las maletas 1 y la caja de flores la puso arriba, no en  el lu~ar donde yo iba sentada, sino al frente o Iba un  señor mayor, camagUeyano--sé que es camagtieyano porque  él 10 decía-·-. y se qw:j aba de que ese era su espacio y que  no teníamos derecho al espacio. Entonces Ernesto conversó  con el hombre~ pero el hombre era muy caprichoso y no  entendía; la caja le piso un poco el sombrero, aquello  fue muy grande, ha~ta que al fin Ernesto tranquilizó al  viejo, pero el viejo todo el camino se 10 pasó rezongando vi  y protestando por aquello, hasta que llegó a Camag"uey.  \ 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/850	850	851.pdfpage	/chc0189/image/851.pdfpage
Page 40																																	93- ALG-204/85  Cuando el viejo lleg6 a CamagUey, yo descansé.  TAD SZULC.- Porque se bajó.  MELBA HERNANDEZ.- Ya me quité al viejo de arribao  Segui con el ~rGblema de la~ maletas. Cuando llego a  Santiago de Cuba, YO ' sabia que alguien me estaba esp~rando  en Santiago de Cuba, pero yo no sabia quién era; además,  cuando yo monté en el tren, no sabia que iba a Santiago de  Cuba. I  TAD SZULC.- Pero usted tenia el boleto, ¿no?  MELBA HERNANDEZ.- No, el boleto 10 tenia Ernesto TizoL  TAD SZULC.- ¿Estaba en el tren?  MELBA HERNANDEZ. -, No, verá. Erne'sto sube al tren  ~onmigo para acomodarme y entonces está unos segundos,  porque nosotros llegamos estrictamente en el momento en  que el tren iba a salir; entonces cuando ya el tren empieza  a andar, Ernesto me entrega el boleto y se tira del tren,  pero ya el tren está caminando. Cuando yo tomo el boleto,  me doy cuenta que voy para Santiago de Cuba, ya el tren  caminando 7 eso no tenia marcha atrás" yo iba para Santiago  de Cuba .  Cuando yo subo al tren con Ernesto, él me da estas  instrucciones: "Melba, si entra la guardia rural  un registro del tren, olvidate de 10 que llevas y ta te  bajas y tratas de defenderte ta".  TAD SZULCo -, "Olvidese de caja y de maletas".  MELBA I-IERNANDEZ.- "Olvides e de caja y de todo".  Esa era la otra cosa que uno iba en suspenso, porque  por otra parte yo decia:, 11 j Ay! ,¿ pero dej ar todo esto?  Per0 7 bueti0 7 me tengo que baj~r. Bueno, pero cuando me  baje .•• Bueno, un lugar ••. " Ese viaje fue una agon.ia 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/851	851	852.pdfpage	/chc0189/image/852.pdfpage
Page 41																																	. - 94-1 00- ALG-204/85  TAD SZULC.- ¿To.d o durante la noche?  MELBA HERNANDEZ.- Toda la noche y parte del día,  porque el tren llegaba a Santiago como a las 3 :.00 6 las  4:00 de la tmde. - TAD SZULC.- Es un vieje de cerca de 15 horas.  MELBA HERNANDEZ.- De 15 a 16 horas .  .....  TAD SZULC. ~ y usted sola, nerviosa y preocupada.  MELBA HERNANDEZ.- Así. Entonces, cuando llegue a  Santiago de Cuba, el tren lleg6 a Santiago de Cuba y yo  fui a bajar la caja de flores; sabía que las maletas no  las podía cargar 1 pero como alguien me tenía que estar  esperando, esos tendrían que cargar las maletas. Yo entonees  fui a bajar la caja de flores y me di cuenta que era un  peso grande, que se ponía en peligro, corría un riesgo  que se me fuera a romper aquella G:lj a o Me di cuenta de  que yo no podía bajar la caj a. Entonces le pedí- a un  pasajero que me bajara la caja, entonces el pasajero la  baja, cuando la baja--recuerdo que eran unas gente de  de  Sagua la Grande que iban para los carnavales en Santiago  de Cuba .. -, Cuando aquel señor tomó la caj a--y era un  . maestro--, dice: "Oigame, pero ni que esta caj a traiga  armas". Entonces dígole yo: "Bueno, para traer flores  desde tan lejos, ha habido necesidad de rellenar la  ·cc;m aserrín y hielo seco. Ese es el peso".  " 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/852	852	853.pdfpage	/chc0189/image/853.pdfpage
Page 42																																	-101- MP - 204/85  Esa fue la soluci6n.  TAD SZULC.- ¿Eso lo impovis6?  MELBA HERNANDEZ. - Lo improvisé. Yo no s é si el  aserrín pesa así, yo no sé si el hielo seco ... , yo no  sé nada.  TAD SZULC.-¿Yél tampoco?  MELBA HERNANDEZ.- y él tampoco; pero me la baj6,  m~ la entreg6 e hizo ese comentario. Entonces, cuando  me bajé ya con la caja que pesaba mucho, salgo y me  encuentro a dos j6venes --fíjese que esto me emociona  tanto que no me es fácil--, que están buscándome en los  distintos coches del tren, cuando veo,uno de esos  j6venes es -Abel. El encuentro ese fue muy grande, muy grande, así muy grande. El ctro joven era aquel que  había ido de madrugada, pero que yo no me había fij ado  en él, o sea que eran Abel y Renato Guit..a., rt los que  estaban esperándome.  TAD SZULC.- El de la mancha en la cara.  MELBA HERNANDEZ.- El de la mancha en la cara.  Yo los orienté, les dije donde estaban las maletas,  ellos subieron, bajaron las maletas y yo seguía con mi  carga. Entonces, en el andén del tren empezamos a  hablar y Abel a preguntarme cosas y yo a explicarle.  Pero Abel, que era un muchacho muy caballeroso, me  dej aba con mi carga de flores en las manos¡t h asta que  dígole: Abel,coge esto. Entonces haée así 'y me m.i,ra;  cuando me mira se da cuenta que no eran flores ,y  rápidamente toma la caja.  TAD SZULC.- Porque él tampoco sabía.  MELBA HERNP~DEZ.- El no sabía. Entonces toma la  caja y me pide excusas, me dice ~ "Perd6name, Melba,  cuando te vi bajar con esa caja dije: verdad que 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/853	853	854.pdfpage	/chc0189/image/854.pdfpage
Page 43																																	(  -102- MP-204/85  estas mujeres siempre con sus caprichos y sus boberías,  a quien le traerá ella esa caja de · flores~ O sea que  él estaba inc6modo porque yo iba con una caja de flores.  Esto es muy bonito. Allí tomamos el carro y Abel le  propuso a Renato que me diera una vuelta por la ciudad,  que yo no conocía a Santiago de Cuba.  TAD SZULC.- ¿Era todvía por la tarde?  MELBA HERNANDEZ.- Eran como las 3:00, las 4:00 o  las 5:00 de la tarde, no más, que me enseñara un poco la  ciudad. Cuando me enseñó la ciudad, pasamos por el  cuartel Moneada. --- TAD SZULC.- Desde luego, no sabía qué iba a ser el  cuartel Moneada.  MELBA HERNANDEZ.- No, ni loca. Pasamos por el cuartel  Moneada, pero cuando pasamos por el cuartel Renato medio  frena un poco el carro para saludar y bromear con un  . -  guardia que estaba en la posta.  TAD SZULC.- ¿Qué le contesta?  MELBA HERNANDEZ.- Le co-ntestó y seguimos andando.  Renato era santiaguero. Ahí hubo expresiones muy  bellas de Abel para los santiagueros, muy bellas, un  reconocimieto muy grande de Abel para el pueblo de  Santiago, con el que se había identificado en el período  ese de ~iempo, que yo no sé si fue de un mes, de menos de  un [(les, o de más de un mes.  TAD SZULC.- ¿El era habanero también? '\  MELBA HERNANDEZ.- No, Abel era villareño como yo. '\  Abel y Yeyé eran de Encrucijada, Las Villas.  Entonces, llegamos a la granjita Siboney. Ya  camino Abel me dice que Yeyé había llegado bien, que Yeyé  me estaba esperando en la granjita, me informa de Yeyé.  Eso fue una alegría muy grande. 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/854	854	855.pdfpage	/chc0189/image/855.pdfpage
Page 44																																	-103- MP-204/85  TAD SZULC.-¿De Fidel no dijo nada?  MELBA HERNANDEZ.- No, no, de Fidel no se hablab~  Fidel no se mencionaba.  Cuando llegamos a la granjita hubo mucha actividad  ese día, entonces Renato dijo: "nosotros vamos a hacer  una comida, nosotros vamos a festejar en grande la node  de hoy, vamos a hacer una comida con unos p-ollos y con la victoria asaremos e¡ lechón, dentro de unos días con  la victoria asaremos el lec-hón". TAD SZULC.- Eso lo dijo Renato.  MELBA HERNANDEZ. - Renato.  TAD SZULC.- ¿Cuántas personas estaban allí?  MELBA HE~NDEZ.- Ahí estábamos Elpidi~ Sosa, que  era otro miembro del Movimiento, que se había enviado  a cuidar la granja; Elpidio Sosa, un tremendo compañero  que tuvo la responsabilidad de la guarda de la granja.  TAD SZULC.-¿De antemanos?  MELBA HERNANDEZ.- Desde antes, no sé si se fue  antes que Abel, o con Abel, no sé. Tan pronto se alqui-ló  la granja, Elpidio fue para al~á.  Mira, Ernesto Tizol murió en julio del año pasado,  que Ernesto sí sabía porque fue el que organizó todo esto.  Entonces, esa noche Yeyé, que era una gran cocinera,  una gran maestra de cocina ~ y' Renato,hicieron ese fricasé  de pollo, la gran cena; pero en esa cena no estuvo  presente ,Abel.  TAD SZpLC.- ¿Eran muchos en la cena?  HELBA HERNANDEZ. - Eramos nada mas Elpidio, Renato~  Yeyé y yo.  TAD SZULC.- ¿Nada más esos?  MELBA HERNANDEZ.- Nada mas que nosotros. Y Abel  que no estaba, porque Abel se llev6 a una familia que 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/855	855	856.pdfpage	/chc0189/image/856.pdfpage
Page 45																																	,  -104-110- MP-204j85  •  vive frente a la granjita- --no sé si usted ha ido a  Santiago.  TAD SZULC.- No, pero voy a ir.  MELBA HERNANDEZ.- Ah, bueno, pues va a conocer al  viejito N~fiez, " que le va a hablar de ~odo esto .  Abel esa noche se llevó al viejito N~fi-ez y a la  sefiora para que vieran los carravales, porque Abel dijo:  "Hace no sé cuántos afios que viven en Santiago de Cuba,  no conocen los carnav"ales y quién sabe si estos sean  los ~ltimos carnavales de Santiago", comentó Abel.  Cuando Yeyé y yo nos quedamos solitas, las dos  m~res, empezamos a analizar aquella situación y nos  dimos cuenta, sin que nadie nCB lo;·, dijera,que el momento  estaba encima.  TAD SZULC.- Lo que fuera, sin saber que ...  MELBA HERNANDEZ.- No, no sabíamos absolutamente  •  nada, nos dábamos cuenta de la proximidad.  TAD SZULC.- De algo. :1~~'1  MELBA HERNANDEZ.- De algo. Tanto, que el día 24 " ~  de julio, de carnavales, del Río Chaviano, el jefe del  cuartel Moneada, el asesino, tuvo la demagogia de abrir -  las puertas del cuartel al pueblo safi~iaguero para los  carnavales. y yeyé, que fue siempre muy aguda, me  dec.ía: "Melba, " qué oportunidad tan buena para haber  tomado ese cuart'el" i pero nosotros no nos imaginábamos  nada. . y ella decía: "se perdió esa Dportunidad~ quién  a saber que este hombre iba a hacer esto, ¡'cómo serán  los planes". Nosotros queríamos adivinar los planes  pexo. no los sabíamos. 																2010-03-27	2010-03-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0189/id/856	856	857.pdfpage	/chc0189/image/857.pdfpage
